#Organism Group,Strain,Serovar,Isolate,Create Date,Location,Isolation Source,Isolation type,Host,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,K-mer group
"E.coli and Shigella","PNUSAE008711",,"PDT000235073.2","2017-08-22T01:32:03Z","USA",,"clinical",,"PDS000035070.5",14,39,"SAMN07513364",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008702",,"PDT000235074.2","2017-08-22T01:32:04Z","USA",,"clinical",,"PDS000033176.1",0,,"SAMN07513356",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008724",,"PDT000235075.2","2017-08-22T01:32:04Z","USA",,"clinical",,"PDS000035159.6",1,30,"SAMN07490722",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008700",,"PDT000235076.2","2017-08-22T01:32:04Z","USA",,"clinical",,"PDS000035171.2",2,17,"SAMN07513354",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008713",,"PDT000235077.2","2017-08-22T01:32:04Z","USA",,"clinical",,,,,"SAMN07513367",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008712",,"PDT000235078.2","2017-08-22T01:32:04Z","USA",,"clinical",,"PDS000033176.1",0,,"SAMN07513366",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008759",,"PDT000235254.2","2017-08-22T18:36:50Z","USA",,"clinical",,"PDS000033203.1",3,,"SAMN07450220",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008754",,"PDT000235260.2","2017-08-22T18:36:51Z","USA",,"clinical",,"PDS000003575.41",33,47,"SAMN07450742",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008753",,"PDT000235262.2","2017-08-22T18:36:51Z","USA",,"clinical",,,,,"SAMN07450745",,"aadA1,blaEC,dfrA1,sat2,sul2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008744",,"PDT000235263.2","2017-08-22T18:36:51Z","USA",,"clinical",,"PDS000036418.1",6,,"SAMN07427837",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008768",,"PDT000235264.2","2017-08-22T18:36:52Z","USA",,"clinical",,"PDS000035237.5",5,46,"SAMN07504979",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008769",,"PDT000235265.2","2017-08-22T18:36:52Z","USA",,"clinical",,,,,"SAMN07504980",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008770",,"PDT000235266.2","2017-08-22T18:36:52Z","USA",,"clinical",,"PDS000035065.5",12,29,"SAMN07508815",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008745",,"PDT000235267.2","2017-08-22T18:36:52Z","USA",,"clinical",,"PDS000033340.10",1,16,"SAMN07427836",,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,dfrA1,sat2,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008761",,"PDT000235268.2","2017-08-22T18:36:52Z","USA",,"clinical",,"PDS000034726.1",16,,"SAMN07513378",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008794",,"PDT000235269.2","2017-08-22T18:36:53Z","USA",,"clinical",,,,,"SAMN07498451",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008756",,"PDT000235270.2","2017-08-22T18:36:53Z","USA",,"clinical",,"PDS000033200.1",1,,"SAMN07450746",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008799",,"PDT000235271.2","2017-08-22T18:36:53Z","USA",,"clinical",,,,,"SAMN07514602",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008792",,"PDT000235272.2","2017-08-22T18:36:53Z","USA",,"clinical",,"PDS000033226.1",1,,"SAMN07498449",,"blaEC,fosA7","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008796",,"PDT000235273.2","2017-08-22T18:36:53Z","USA",,"clinical",,"PDS000034128.7",23,40,"SAMN07514601",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008795",,"PDT000235274.2","2017-08-22T18:36:54Z","USA",,"clinical",,"PDS000033225.1",6,,"SAMN07498452",,"blaEC,sul2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008762",,"PDT000235275.2","2017-08-22T18:36:54Z","USA",,"clinical",,"PDS000033254.1",2,,"SAMN07513379",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA8,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008808",,"PDT000235276.2","2017-08-22T18:36:54Z","USA",,"clinical",,,,,"SAMN07455873",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008793",,"PDT000235277.2","2017-08-22T18:36:54Z","USA",,"clinical",,"PDS000033183.1",,0,"SAMN07498450",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008811",,"PDT000235278.2","2017-08-22T18:36:54Z","USA",,"clinical",,,,,"SAMN07508562",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008809",,"PDT000235279.2","2017-08-22T18:36:54Z","USA",,"clinical",,,,,"SAMN07455874",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008812",,"PDT000235280.2","2017-08-22T18:36:55Z","USA",,"clinical",,,,,"SAMN07508563",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008813",,"PDT000235281.2","2017-08-22T18:36:55Z","USA",,"clinical",,,,,"SAMN07508564",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008814",,"PDT000235282.2","2017-08-22T18:36:55Z","USA",,"clinical",,"PDS000033861.6",21,25,"SAMN07508565",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008847",,"PDT000235283.2","2017-08-22T18:36:55Z","USA",,"clinical",,"PDS000033340.10",6,38,"SAMN07455813",,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,dfrA1,sat2,sul2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008828",,"PDT000235285.2","2017-08-22T18:36:55Z","USA",,"clinical",,"PDS000033362.4",12,,"SAMN07455910",,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,dfrA1,sat2,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008839",,"PDT000235286.2","2017-08-22T18:36:55Z","USA",,"clinical",,"PDS000014297.19",4,,"SAMN07455921",,"aadA1,blaEC,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008829",,"PDT000235287.2","2017-08-22T18:36:56Z","USA",,"clinical",,"PDS000033230.1",1,,"SAMN07455911",,"aadA1,blaEC,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008834",,"PDT000235288.2","2017-08-22T18:36:56Z","USA",,"clinical",,"PDS000033230.1",1,,"SAMN07455916",,"aadA1,blaEC,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008836",,"PDT000235289.2","2017-08-22T18:36:56Z","USA",,"clinical",,"PDS000035731.1",9,,"SAMN07455918",,"aadA1,blaEC,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008837",,"PDT000235290.2","2017-08-22T18:36:56Z","USA",,"clinical",,"PDS000034972.3",6,,"SAMN07455919",,"aadA1,blaEC,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008835",,"PDT000235291.2","2017-08-22T18:36:56Z","USA",,"clinical",,"PDS000014297.19",6,,"SAMN07455917",,"aadA1,blaEC,blaTEM-1,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008830",,"PDT000235292.2","2017-08-22T18:36:56Z","USA",,"clinical",,"PDS000033197.1",3,,"SAMN07455912",,"aadA1,blaEC,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008833",,"PDT000235293.2","2017-08-22T18:36:57Z","USA",,"clinical",,"PDS000014297.19",4,,"SAMN07455915",,"aadA1,blaEC,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008848",,"PDT000235294.2","2017-08-22T18:36:57Z","USA",,"clinical",,"PDS000033340.10",8,16,"SAMN07455814",,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,dfrA1,sat2,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008838",,"PDT000235295.2","2017-08-22T18:36:57Z","USA",,"clinical",,"PDS000014297.19",2,,"SAMN07455920",,"aadA1,blaEC,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008832",,"PDT000235296.2","2017-08-22T18:36:57Z","USA",,"clinical",,"PDS000014297.19",12,,"SAMN07455914",,"aadA1,blaEC,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008840",,"PDT000235297.2","2017-08-22T18:36:57Z","USA",,"clinical",,"PDS000033428.13",1,32,"SAMN07455922",,"aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA1,dfrA17,erm(B),mph(A),qacEdelta1,sat2,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008843",,"PDT000235298.2","2017-08-22T18:36:57Z","USA",,"clinical",,"PDS000034972.3",2,,"SAMN07455925",,"aadA1,blaEC,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008823",,"PDT000235299.2","2017-08-22T18:36:58Z","USA",,"clinical",,"PDS000035370.2",3,10,"SAMN07498453",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008841",,"PDT000235300.2","2017-08-22T18:36:58Z","USA",,"clinical",,"PDS000035731.1",6,,"SAMN07455923",,"aadA1,blaEC,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008842",,"PDT000235301.2","2017-08-22T18:36:58Z","USA",,"clinical",,"PDS000034972.3",2,,"SAMN07455924",,"aadA1,blaEC,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008898",,"PDT000235302.2","2017-08-22T18:36:58Z","USA",,"clinical",,,,,"SAMN07514833",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008851",,"PDT000235303.2","2017-08-22T18:36:58Z","USA",,"clinical",,,,,"SAMN07486984",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008879",,"PDT000235304.2","2017-08-22T18:36:58Z","USA",,"clinical",,"PDS000035031.3",2,62,"SAMN07504985",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008850",,"PDT000235306.2","2017-08-22T18:36:59Z","USA",,"clinical",,,,,"SAMN07486983",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008905",,"PDT000235307.2","2017-08-22T18:36:59Z","USA",,"clinical",,"PDS000035481.2",9,5,"SAMN07512672",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008877",,"PDT000235308.2","2017-08-22T18:36:59Z","USA",,"clinical",,,,,"SAMN07504983",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008854",,"PDT000235309.2","2017-08-22T18:36:59Z","USA",,"environmental/other",,"PDS000006311.11",47,2,"SAMN07498455",,"aph(3'')-Ib,aph(6)-Id,blaEC,tet(A)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008899",,"PDT000235310.2","2017-08-22T18:36:59Z","USA",,"clinical",,"PDS000035481.2",2,43,"SAMN07514834",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008882",,"PDT000235311.2","2017-08-22T18:36:59Z","USA",,"clinical",,"PDS000034093.1",19,,"SAMN07490120",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008849",,"PDT000235312.2","2017-08-22T18:37:00Z","USA",,"clinical",,"PDS000035725.1",9,,"SAMN07486982",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008881",,"PDT000235313.2","2017-08-22T18:37:00Z","USA",,"clinical",,,,,"SAMN07490119",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008831",,"PDT000235314.2","2017-08-22T18:37:00Z","USA",,"clinical",,"PDS000033196.1",0,,"SAMN07455913",,"blaEC,blaOXA-1,catA1,dfrA1,sat2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008824",,"PDT000235315.2","2017-08-22T18:37:00Z","USA",,"clinical",,"PDS000035069.2",4,,"SAMN07498454",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008858",,"PDT000235316.3","2017-10-12T17:40:25Z","USA",,"clinical",,"PDS000035070.5",3,43,"SAMN07456223",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008946",,"PDT000235317.2","2017-08-22T18:37:00Z","USA",,"clinical",,"PDS000035068.2",1,22,"SAMN07510169",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008950",,"PDT000235318.2","2017-08-22T18:37:01Z","USA",,"clinical",,"PDS000035436.1",9,,"SAMN07510175",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008949",,"PDT000235319.2","2017-08-22T18:37:01Z","USA",,"clinical",,"PDS000033177.1",11,,"SAMN07510174",,"aadA2,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaEC,dfrA12,floR,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008924",,"PDT000235320.2","2017-08-22T18:37:01Z","USA",,"clinical",,,,,"SAMN07514604",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008926",,"PDT000235321.2","2017-08-22T18:37:01Z","USA",,"clinical",,"PDS000036095.1",22,,"SAMN07514606",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008923",,"PDT000235322.2","2017-08-22T18:37:01Z","USA",,"clinical",,"PDS000015541.7",7,,"SAMN07514603",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008927",,"PDT000235323.2","2017-08-22T18:37:01Z","USA",,"clinical",,,,,"SAMN07514607",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008929",,"PDT000235324.2","2017-08-22T18:37:02Z","USA",,"clinical",,,,,"SAMN07514609",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008925",,"PDT000235325.2","2017-08-22T18:37:02Z","USA",,"clinical",,,,,"SAMN07514605",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008928",,"PDT000235326.2","2017-08-22T18:37:02Z","USA",,"clinical",,"PDS000035422.3",30,,"SAMN07514608",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008932",,"PDT000235327.2","2017-08-22T18:37:02Z","USA",,"clinical",,"PDS000033861.6",16,20,"SAMN07514612",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008934",,"PDT000235328.2","2017-08-22T18:37:02Z","USA",,"clinical",,,,,"SAMN07514614",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008935",,"PDT000235329.2","2017-08-22T18:37:02Z","USA",,"clinical",,"PDS000034284.3",27,30,"SAMN07514615",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008930",,"PDT000235330.2","2017-08-22T18:37:02Z","USA",,"clinical",,"PDS000033861.6",16,26,"SAMN07514610",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008953",,"PDT000235331.2","2017-08-22T18:37:03Z","USA",,"clinical",,"PDS000015666.3",28,,"SAMN07503905",,"blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008951",,"PDT000235332.2","2017-08-22T18:37:03Z","USA",,"clinical",,"PDS000033968.1",19,,"SAMN07503903",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008933",,"PDT000235333.2","2017-08-22T18:37:03Z","USA",,"clinical",,,,,"SAMN07514613",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008952",,"PDT000235334.2","2017-08-22T18:37:03Z","USA",,"clinical",,"PDS000033861.6",9,35,"SAMN07503904",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008936",,"PDT000235335.2","2017-08-22T18:37:03Z","USA",,"clinical",,,,,"SAMN07514616",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008931",,"PDT000235336.2","2017-08-22T18:37:03Z","USA",,"clinical",,"PDS000033189.1",22,,"SAMN07514611",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008954",,"PDT000235337.2","2017-08-22T18:37:03Z","USA",,"clinical",,"PDS000033187.1",13,,"SAMN07503906",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008955",,"PDT000235338.2","2017-08-22T18:37:04Z","USA",,"clinical",,"PDS000033861.6",26,39,"SAMN07503907",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008980",,"PDT000235340.2","2017-08-22T18:37:04Z","USA",,"clinical",,,,,"SAMN07509408",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008977",,"PDT000235341.2","2017-08-22T18:37:04Z","USA:WY",,"clinical",,,,,"SAMN07502656",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008981",,"PDT000235342.2","2017-08-22T18:37:04Z","USA",,"clinical",,"PDS000034301.3",6,,"SAMN07509409",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008966",,"PDT000235343.2","2017-08-22T18:37:04Z",,,"clinical",,,,,"SAMN07490596",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008979",,"PDT000235344.2","2017-08-22T18:37:05Z","USA",,"clinical",,"PDS000034793.1",2,,"SAMN07509407",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009138",,"PDT000235345.2","2017-08-22T18:37:05Z","USA",,"clinical","Homo sapiens","PDS000033185.1",1,,"SAMN07508939",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009139",,"PDT000235346.2","2017-08-22T18:37:05Z","USA",,"clinical","Homo sapiens","PDS000033872.3",33,36,"SAMN07508940",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA8,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009140",,"PDT000235347.2","2017-08-22T18:37:05Z","USA",,"clinical","Homo sapiens","PDS000016143.8",22,,"SAMN07508941",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009092",,"PDT000235348.2","2017-08-22T18:37:05Z",,,"clinical",,"PDS000035170.3",27,32,"SAMN07510128",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009027",,"PDT000235349.2","2017-08-22T18:37:05Z","USA",,"clinical",,,,,"SAMN07515432",,"aadA2,blaEC,blaTEM-1,bleO,dfrA12,sul3,tet(A),tet(M)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009098",,"PDT000235350.2","2017-08-22T18:37:05Z",,,"clinical",,"PDS000003575.41",26,36,"SAMN07510130",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009094",,"PDT000235351.2","2017-08-22T18:37:06Z",,,"clinical",,,,,"SAMN07510127",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009093",,"PDT000235352.2","2017-08-22T18:37:06Z",,,"clinical",,"PDS000015689.12",9,,"SAMN07510125",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009096",,"PDT000235353.2","2017-08-22T18:37:06Z",,,"clinical",,,,,"SAMN07510129",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009023",,"PDT000235354.2","2017-08-22T18:37:06Z","USA",,"clinical",,"PDS000033175.1",36,,"SAMN07514836",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009005",,"PDT000235355.2","2017-08-22T18:37:06Z","USA",,"clinical",,"PDS000033200.1",0,,"SAMN07515439",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009024",,"PDT000235356.2","2017-08-22T18:37:06Z","USA",,"clinical",,"PDS000034128.7",24,43,"SAMN07515441",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009097",,"PDT000235357.2","2017-08-22T18:37:07Z",,,"clinical",,,,,"SAMN07510131",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009095",,"PDT000235358.2","2017-08-22T18:37:07Z",,,"clinical",,"PDS000033861.6",24,41,"SAMN07510126",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009006",,"PDT000235359.2","2017-08-22T18:37:07Z","USA",,"clinical",,,,,"SAMN07515440",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009089",,"PDT000235360.2","2017-08-22T18:37:07Z","USA",,"clinical",,"PDS000033174.1",6,,"SAMN07515395",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009086",,"PDT000235361.2","2017-08-22T18:37:07Z","USA",,"clinical",,"PDS000033188.2",5,,"SAMN07503482",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009087",,"PDT000235362.2","2017-08-22T18:37:07Z","USA",,"clinical",,,,,"SAMN07515396",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009088",,"PDT000235363.2","2017-08-22T18:37:07Z","USA",,"clinical",,"PDS000033200.1",1,,"SAMN07515394",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009011",,"PDT000235364.2","2017-08-22T18:37:08Z","USA",,"clinical",,"PDS000035065.5",8,24,"SAMN07512590",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","FSIS1702628",,"PDT000235411.2","2017-08-23T03:24:52Z","USA:PA","Animal-Turkey-Young Turkey","environmental/other",,,,,"SAMN07374665",,"blaEC,blaTEM-1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","FSIS1703695",,"PDT000235413.2","2017-08-23T03:24:52Z","USA:UT","product-raw-intact-beef","environmental/other",,"PDS000015686.4",28,6,"SAMN07519844",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE009085",,"PDT000235499.2","2017-08-23T03:25:04Z","USA",,"clinical",,,,,"SAMN07503475",,"aadA2,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,dfrA12,floR,mph(A),qacEdelta1,qacG2,sul1,sul2,tet(A),tet(M)","PDG000000004.1006"
"E.coli and Shigella","FSIS1703526",,"PDT000235590.2","2017-08-23T03:25:17Z","USA:AR","Animal-Turkey-Young Turkey","environmental/other",,"PDS000035921.1",0,,"SAMN07537103",,"aac(3)-VIa,aadA1,blaEC,blaHER-3","PDG000000004.1006"
"E.coli and Shigella","FSIS1703525",,"PDT000235601.2","2017-08-23T03:25:18Z","USA:NE","animal-cattle-heifer","environmental/other",,"PDS000033159.1",7,,"SAMN07537102",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,floR,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","FSIS1703529",,"PDT000235603.2","2017-08-23T03:25:19Z","USA:TX","animal-cattle-dairy cow","environmental/other",,,,,"SAMN07537106",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,floR,sul2,tet(A),tet(B)","PDG000000004.1006"
"E.coli and Shigella","FSIS1703523",,"PDT000235604.2","2017-08-23T03:25:19Z","USA:IA","animal-swine-market swine","environmental/other",,,,,"SAMN07537101",,"blaEC,blaTEM-1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","FSIS1703527",,"PDT000235609.2","2017-08-23T03:25:19Z","USA:SD","animal-cattle-dairy cow","environmental/other",,,,,"SAMN07537104",,"aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaEC,floR,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","FSIS1703528",,"PDT000235614.2","2017-08-23T03:25:20Z","USA:TN","animal-swine-sow","environmental/other",,,,,"SAMN07537105",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,qacG2,tet(B),tet(M)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE007338",,"PDT000235708.2","2017-08-23T15:38:45Z",,,"clinical",,,,,"SAMN07194934",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008486",,"PDT000235709.2","2017-08-23T15:38:45Z","USA",,"clinical",,,,,"SAMN07430075",,"aac(3)-IId,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA12,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","PNUSAE007340",,"PDT000235710.2","2017-08-23T15:38:45Z",,,"clinical",,"PDS000034740.2",33,47,"SAMN07194935",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008764",,"PDT000235711.2","2017-08-23T15:38:45Z","USA",,"clinical",,"PDS000034439.1",12,35,"SAMN07519529",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008772",,"PDT000235712.2","2017-08-23T15:38:45Z","USA",,"clinical",,"PDS000035154.1",24,,"SAMN07519531",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008763",,"PDT000235713.2","2017-08-23T15:38:45Z","USA",,"clinical",,,,,"SAMN07519528",,"blaEC-5","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008765",,"PDT000235714.2","2017-08-23T15:38:46Z","USA",,"clinical",,"PDS000033171.1",14,20,"SAMN07519530",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008816",,"PDT000235717.2","2017-08-23T17:36:49Z","USA",,"clinical",,,,,"SAMN07522654",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008817",,"PDT000235718.2","2017-08-23T17:36:50Z","USA",,"clinical",,,,,"SAMN07522655",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008815",,"PDT000235719.2","2017-08-23T17:36:50Z","USA",,"clinical",,,,,"SAMN07522653",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008820",,"PDT000235720.2","2017-08-23T17:36:50Z","USA",,"clinical",,"PDS000033268.1",25,,"SAMN07522658",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008818",,"PDT000235721.2","2017-08-23T17:36:50Z","USA",,"clinical",,,,,"SAMN07522656",,"blaEC","PDG000000004.1006"
"E.coli and Shigella","PNUSAE008819",,"PDT000235722.2","2017-08-23T17:36:50Z","USA",,"clinical",,,,,"SAMN07522657",,"blaEC","PDG000000004.1006"
