uberstrain	name	data.source.accession.no..sequencing.platform.sequencing.library.insert.size.experiment.status.	source.niche	source.type	source.details	collection.year	collection.month	collection.day	collection.time	continent	country	region	district	city	post.code	latitude	longitude	lab.contact	species	serological.group	serotype	ecor.cluster	pathogen.non.pathogen	simple.patho	simple.disease	comment	bio.project.id	project.id	disease	sample.id	secondary.sample.id	date.entered	release.date	barcode	status	coverage	n50	length	species.1	contig.number...200.bp.	low.quality.bases	assembly.barcode	version
esc_ea2002aa	mod1-ecor9	srr3951471;illumina;paired;300;srx1976267,srr4098806;illumina;paired;300;srx2067200	human	human	homo sapiens; human	1995	nd	nd	nd	europe	sweden	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o167:h4	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04158346	srs1584301	2016-07-28	2015-01-01	esc_ea2002aa	assembled	159	67589	5244793	escherichia coli / shigella;98.98%	268	3251	esc_ha7408aa_as	3.51
esc_ea2003aa	mod1-ecor8	srr3951470;illumina;paired;300;srx1976265,srr4098805;illumina;paired;300;srx2067199	human	human	homo sapiens; human	1995	nd	nd	nd	north america	united states	iowa	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o86:h2	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04158345	srs1584300	2016-07-28	2015-01-01	esc_ea2003aa	assembled	307	147689	4914077	escherichia coli / shigella;100.0%	113	1674	esc_ha7407aa_as	3.51
esc_ea2005aa	mod1-ecor6	srr3951468;illumina;paired;300;srx1976263,srr4098803;illumina;paired;300;srx2067197	human	human	homo sapiens; human	1995	nd	nd	nd	north america	united states	iowa	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd:h5	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04158343	srs1584298	2016-07-28	2015-01-01	esc_ea2005aa	assembled	239	72822	4564848	escherichia coli / shigella;95.6%	151	1227	esc_ha7405aa_as	3.51
esc_ea2006aa	mod1-ecor4	srr3951466;illumina;paired;300;srx1976261,srr4098802;illumina;paired;300;srx2067196	human	human	homo sapiens; human	1995	nd	nd	nd	north america	united states	iowa	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd:h20	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04158341	srs1584296	2016-07-28	2015-01-01	esc_ea2006aa	assembled	167	116221	4601484	escherichia coli / shigella;100.0%	121	1562	esc_ha7404aa_as	3.51
esc_ea2048aa	mod1-ec6968	srr3977081;illumina;paired;300;srx1985193,srr3987391;illumina;paired;300;srx1988285	human	human	homo sapiens; homo sapiens-feces	1998	5	nd	nd	south america	argentina	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o20:h8	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992334	srs1590245	2016-07-29	2015-01-01	esc_ea2048aa	assembled	128	110462	4755639	escherichia coli / shigella;87.53%	135	6136	esc_ha8091aa_as	3.51
esc_ea2093aa	mod1-ec6737	srr3975541;illumina;paired;500;srx1984854	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o21	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992568	srs1590115	2016-07-29	2015-01-01	esc_ea2093aa	assembled	119	105663	4800412	escherichia coli / shigella;97.55%	168	3368	esc_ha8034aa_as	3.51
esc_ea2094aa	mod1-ec6732	srr3975540;illumina;paired;500;srx1984853	human	human	homo sapiens; homo sapiens-feces	1993	12	nd	nd	north america	canada	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o2	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992563	srs1590114	2016-07-29	2015-01-01	esc_ea2094aa	assembled	117	143599	4996899	escherichia coli / shigella;99.09%	159	2843	esc_ha8033aa_as	3.51
esc_ea2095aa	mod1-ec6730	srr3975539;illumina;paired;500;srx1984852	human	human	homo sapiens; homo sapiens-feces	1993	12	nd	nd	north america	canada	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o103	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992561	srs1590113	2016-07-29	2015-01-01	esc_ea2095aa	assembled	80	78758	4995792	escherichia coli / shigella;83.76%	285	5073	esc_ha8032aa_as	3.51
esc_ea2096aa	mod1-ec6729	srr3975538;illumina;paired;500;srx1984847	human	human	homo sapiens; homo sapiens-feces	1993	12	nd	nd	north america	canada	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o26:h2	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992560	srs1590108	2016-07-29	2015-01-01	esc_ea2096aa	assembled	121	89496	5063848	escherichia coli / shigella;87.39%	203	4023	esc_ha8031aa_as	3.51
esc_ea2097aa	mod1-ec6728	srr3975537;illumina;paired;500;srx1984846	human	human	homo sapiens; homo sapiens-feces	1993	12	nd	nd	north america	canada	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o153	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992559	srs1590107	2016-07-29	2015-01-01	esc_ea2097aa	assembled	206	121735	5091865	escherichia coli / shigella;98.65%	100	4146	esc_ha8030aa_as	3.51
esc_ea2098aa	mod1-ec6727	srr3975536;illumina;paired;500;srx1984845	human	human	homo sapiens; homo sapiens-feces	1993	12	nd	nd	north america	canada	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o75	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992558	srs1590106	2016-07-29	2015-01-01	esc_ea2098aa	assembled	150	126417	5259776	escherichia coli / shigella;98.77%	301	3997	esc_ha8029aa_as	3.51
esc_ea2099aa	mod1-ec6726	srr3975535;illumina;paired;500;srx1984843	human	human	homo sapiens; homo sapiens-urine	1993	11	nd	nd	north america	united states	virginia	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o41	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992556	srs1590104	2016-07-29	2015-01-01	esc_ea2099aa	assembled	87	79595	5503944	escherichia coli / shigella;99.73%	428	12899	esc_ha8028aa_as	3.51
esc_ea2126aa	mod1-ec6786	srr3974862;illumina;paired;300;srx1984801	human	human	homo sapiens; homo sapiens-blood	1994	5	nd	nd	north america	united states	massachusetts	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o20:h12	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992134	srs1590065	2016-07-29	2015-01-01	esc_ea2126aa	assembled	46	121232	4770009	escherichia coli / shigella;100.0%	92	5563	esc_ha7998aa_as	3.51
esc_ea2129aa	mod1-ec6778	srr3974859;illumina;paired;300;srx1984798	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o102	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992126	srs1590062	2016-07-29	2015-01-01	esc_ea2129aa	assembled	58	90081	5376019	escherichia coli / shigella;97.23%	186	7213	esc_ha7995aa_as	3.51
esc_ea2130aa	mod1-ec6777	srr3974858;illumina;paired;300;srx1984797	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o21	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992125	srs1590061	2016-07-29	2015-01-01	esc_ea2130aa	assembled	72	115269	5141953	escherichia coli / shigella;100.0%	151	3950	esc_ha7994aa_as	3.51
esc_ea2131aa	mod1-ec6775	srr3974857;illumina;paired;300;srx1984796	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o86:h25	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992123	srs1590060	2016-07-29	2015-01-01	esc_ea2131aa	assembled	126	115464	4714849	escherichia coli / shigella;92.57%	138	1472	esc_ha7993aa_as	3.51
esc_ea2132aa	mod1-ec6774	srr3972130;illumina;paired;300;srx1984034,srr3974856;illumina;paired;300;srx1984795	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o15	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992122	srs1589747	2016-07-29	2015-01-01	esc_ea2132aa	assembled	108	150918	5082214	escherichia coli / shigella;99.3%	203	2546	esc_ha7991aa_as	3.51
esc_ea2134aa	mod1-ec6762	srr3974854;illumina;paired;300;srx1984793	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o18	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992593	srs1590058	2016-07-29	2015-01-01	esc_ea2134aa	assembled	185	213291	5374977	escherichia coli / shigella;93.3%	181	2845	esc_ha7989aa_as	3.51
esc_ea2135aa	mod1-ec6761	srr3974853;illumina;paired;300;srx1984792	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o107:h5	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992592	srs1590057	2016-07-29	2015-01-01	esc_ea2135aa	assembled	140	119589	5178931	escherichia coli / shigella;99.19%	203	2062	esc_ha7988aa_as	3.51
esc_ea2136aa	mod1-ec6760	srr3974852;illumina;paired;300;srx1984791	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o103:h27	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992591	srs1590056	2016-07-29	2015-01-01	esc_ea2136aa	assembled	99	293447	5175964	escherichia coli / shigella;91.52%	80	1138	esc_ha7987aa_as	3.51
esc_ea2137aa	mod1-ec6759	srr3974851;illumina;paired;300;srx1984790	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o222	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992590	srs1590055	2016-07-29	2015-01-01	esc_ea2137aa	assembled	103	119433	5125946	escherichia coli / shigella;98.18%	224	4516	esc_ha7986aa_as	3.51
esc_ea2138aa	mod1-ec6758	srr3974850;illumina;paired;300;srx1984789	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o105	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992589	srs1590054	2016-07-29	2015-01-01	esc_ea2138aa	assembled	83	244684	4978284	escherichia coli / shigella;88.9%	119	2106	esc_ha7985aa_as	3.51
esc_ea2139aa	mod1-ec6757	srr3974849;illumina;paired;300;srx1984788	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o165	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992588	srs1590053	2016-07-29	2015-01-01	esc_ea2139aa	assembled	98	55410	4984971	escherichia coli / shigella;99.16%	289	4639	esc_ha7984aa_as	3.51
esc_ea2140aa	mod1-ec6756	srr3974848;illumina;paired;300;srx1984787	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o12	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992587	srs1590052	2016-07-29	2015-01-01	esc_ea2140aa	assembled	103	119119	5221492	escherichia coli / shigella;99.25%	257	1935	esc_ha7983aa_as	3.51
esc_ea2141aa	mod1-ec6755	srr3974733;illumina;paired;300;srx1984786	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o15	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992586	srs1590051	2016-07-29	2015-01-01	esc_ea2141aa	assembled	103	98007	5077698	escherichia coli / shigella;100.0%	239	2332	esc_ha7982aa_as	3.51
esc_ea2142aa	mod1-ec6754	srr3974685;illumina;paired;300;srx1984785	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o81	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992585	srs1590050	2016-07-29	2015-01-01	esc_ea2142aa	assembled	142	117366	5116198	escherichia coli / shigella;99.5%	228	2696	esc_ha7981aa_as	3.51
esc_ea2143aa	mod1-ec6753	srr3974661;illumina;paired;300;srx1984784	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o103	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992584	srs1590049	2016-07-29	2015-01-01	esc_ea2143aa	assembled	156	147908	4870352	escherichia coli / shigella;96.6%	176	2370	esc_ha7980aa_as	3.51
esc_ea2144aa	mod1-ec6752	srr3974660;illumina;paired;300;srx1984783	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o8	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992583	srs1590048	2016-07-29	2015-01-01	esc_ea2144aa	assembled	169	167154	4806039	escherichia coli / shigella;98.74%	117	1738	esc_ha7979aa_as	3.51
esc_ea2145aa	mod1-ec6750	srr3974639;illumina;paired;300;srx1984782	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o25	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992581	srs1590047	2016-07-29	2015-01-01	esc_ea2145aa	assembled	160	89280	4985081	escherichia coli / shigella;97.98%	200	2241	esc_ha7978aa_as	3.51
esc_ea2146aa	mod1-ec6749	srr3974586;illumina;paired;300;srx1984781	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o88	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992580	srs1590046	2016-07-29	2015-01-01	esc_ea2146aa	assembled	160	143557	5083453	escherichia coli / shigella;100.0%	124	1454	esc_ha7977aa_as	3.51
esc_ea2147aa	mod1-ec6746	srr3974563;illumina;paired;300;srx1984777	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o21	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992577	srs1590044	2016-07-29	2015-01-01	esc_ea2147aa	assembled	83	79796	5075901	escherichia coli / shigella;98.84%	274	3683	esc_ha7976aa_as	3.51
esc_ea2148aa	mod1-ec6745	srr3974524;illumina;paired;300;srx1984766	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o8	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992576	srs1590040	2016-07-29	2015-01-01	esc_ea2148aa	assembled	113	294731	4722332	escherichia coli / shigella;100.0%	75	1280	esc_ha7975aa_as	3.51
esc_ea2149aa	mod1-ec6744	srr3974429;illumina;paired;300;srx1984749	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o6:h10	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992575	srs1590035	2016-07-29	2015-01-01	esc_ea2149aa	assembled	81	165365	5343271	escherichia coli / shigella;100.0%	156	3932	esc_ha7974aa_as	3.51
esc_ea2150aa	mod1-ec6743	srr3974402;illumina;paired;300;srx1984742	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o167:h16	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992574	srs1590032	2016-07-29	2015-01-01	esc_ea2150aa	assembled	105	97305	4742208	escherichia coli / shigella;95.93%	154	1526	esc_ha7973aa_as	3.51
esc_ea2151aa	mod1-ec6742	srr3974401;illumina;paired;300;srx1984727	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o154	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992573	srs1590028	2016-07-29	2015-01-01	esc_ea2151aa	assembled	126	143405	4571796	escherichia coli / shigella;98.39%	86	1457	esc_ha7972aa_as	3.51
esc_ea2152aa	mod1-ec6741	srr3974400;illumina;paired;300;srx1984683	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o91:h29	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992572	srs1590015	2016-07-29	2015-01-01	esc_ea2152aa	assembled	152	185606	4830910	escherichia coli / shigella;98.69%	101	2172	esc_ha7971aa_as	3.51
esc_ea2153aa	mod1-ec6731	srr3974399;illumina;paired;300;srx1984682	human	human	homo sapiens; homo sapiens-feces	1993	12	nd	nd	north america	canada	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o17	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992562	srs1590014	2016-07-29	2015-01-01	esc_ea2153aa	assembled	136	121723	5123714	escherichia coli / shigella;100.0%	99	1326	esc_ha7970aa_as	3.51
esc_ea2190aa	mod1-ec6856	srr3972154;illumina;paired;300;srx1984103	human	human	ammotragus lervia, aoudad-rectum	1996	7	nd	nd	north america	united states	california	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o146	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992222	srs1589779	2016-07-29	2015-01-01	esc_ea2190aa	assembled	142	97132	5296078	escherichia coli / shigella;96.86%	272	9134	esc_ha7933aa_as	3.51
esc_ea2195aa	mod1-ec6848	srr3972148;illumina;paired;300;srx1984097	human	human	cervidae, calamian-rectum	1996	7	nd	nd	north america	united states	california	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o6	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992214	srs1589773	2016-07-29	2015-01-01	esc_ea2195aa	assembled	96	245366	4926983	escherichia coli / shigella;100.0%	81	1026	esc_ha7928aa_as	3.51
esc_ea2196aa	mod1-ec6847	srr3972147;illumina;paired;300;srx1984096	human	human	urial, transcaspian-rectum	1996	7	nd	nd	north america	united states	california	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o76	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992213	srs1589774	2016-07-29	2015-01-01	esc_ea2196aa	assembled	114	187539	4800312	escherichia coli / shigella;97.96%	78	3717	esc_ha7927aa_as	3.51
esc_ea2198aa	mod1-ec6845	srr3972145;illumina;paired;300;srx1984094	human	human	gazella cuvieri-rectum	1996	7	nd	nd	north america	united states	california	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o75	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992211	srs1589772	2016-07-29	2015-01-01	esc_ea2198aa	assembled	108	65125	5394292	escherichia coli / shigella;98.4%	241	6912	esc_ha7925aa_as	3.51
esc_ea2200aa	mod1-ec6843	srr3972140;illumina;paired;300;srx1984091	human	human	cephalophus , bongo-rectum	1996	7	nd	nd	north america	united states	california	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o2	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992209	srs1589768	2016-07-29	2015-01-01	esc_ea2200aa	assembled	105	142860	4928337	escherichia coli / shigella;100.0%	97	4288	esc_ha7923aa_as	3.51
esc_ea2201aa	mod1-ec6842	srr3972138;illumina;paired;300;srx1984089	human	human	budorcas taxicolor tibetana, sichuan takin-rectum	1996	7	nd	nd	north america	united states	california	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o36	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992208	srs1589766	2016-07-29	2015-01-01	esc_ea2201aa	assembled	122	185712	4684295	escherichia coli / shigella;88.69%	95	5492	esc_ha7922aa_as	3.51
esc_ea2202aa	mod1-ec6840	srr3972137;illumina;paired;300;srx1984088	human	human	oreotragus oreotragus, klipspringer-rectum	1996	7	nd	nd	north america	united states	california	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o76:h46	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992206	srs1589765	2016-07-29	2015-01-01	esc_ea2202aa	assembled	182	118871	4576080	escherichia coli / shigella;96.16%	109	2211	esc_ha7921aa_as	3.51
esc_ea2207aa	mod1-ec6771	srr3972127;illumina;paired;300;srx1984029	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o8	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992119	srs1589745	2016-07-29	2015-01-01	esc_ea2207aa	assembled	91	124346	5039962	escherichia coli / shigella;93.79%	180	6486	esc_ha7916aa_as	3.51
esc_ea2208aa	mod1-ec6770	srr3971774;illumina;paired;300;srx1984024	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o114	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992118	srs1589743	2016-07-29	2015-01-01	esc_ea2208aa	assembled	105	124322	4734105	escherichia coli / shigella;98.14%	126	3729	esc_ha7915aa_as	3.51
esc_ea2209aa	mod1-ec6769	srr3971773;illumina;paired;300;srx1984023	human	human	homo sapiens; homo sapiens-intestine	1994	2	nd	nd	africa	zambia	nd	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	o8	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn04992117	srs1589742	2016-07-29	2015-01-01	esc_ea2209aa	assembled	96	78090	4824844	escherichia coli / shigella;95.77%	188	3761	esc_ha7914aa_as	3.51
