study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6403	SAMEA4017721	ERS1188831	ERX1670484	ERR1599917	1314	Streptococcus pyogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4017722	ERS1188832	ERX1670485	ERR1599918	59201	Salmonella enterica subsp. enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4017723	ERS1188833	ERX1670486	ERR1599919	59201	Salmonella enterica subsp. enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4017724	ERS1188834	ERX1670487	ERR1599920	59201	Salmonella enterica subsp. enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028429	ERS1199539	ERX1670488	ERR1599921	35755	Corynebacterium kutscheri	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028431	ERS1199541	ERX1670489	ERR1599922	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028432	ERS1199542	ERX1670490	ERR1599923	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028433	ERS1199543	ERX1670491	ERR1599924	59202	Salmonella enterica subsp. salamae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028434	ERS1199544	ERX1670492	ERR1599925	297361	Salmonella enterica subsp. salamae serovar Greenside	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028435	ERS1199545	ERX1670493	ERR1599926	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028436	ERS1199546	ERX1670494	ERR1599927	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028437	ERS1199547	ERX1670495	ERR1599928	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028438	ERS1199548	ERX1670496	ERR1599929	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028439	ERS1199549	ERX1670497	ERR1599930	59202	Salmonella enterica subsp. salamae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028440	ERS1199550	ERX1670498	ERR1599931	59204	Salmonella enterica subsp. diarizonae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028441	ERS1199551	ERX1670499	ERR1599932	58100	Salmonella enterica subsp. houtenae serovar Houten	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028442	ERS1199552	ERX1670500	ERR1599933	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028443	ERS1199553	ERX1670501	ERR1599934	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028445	ERS1199555	ERX1670502	ERR1599935	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028446	ERS1199556	ERX1670503	ERR1599936	134047	Salmonella enterica subsp. enterica serovar Bredeney	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028447	ERS1199557	ERX1670504	ERR1599937	595	Salmonella enterica subsp. enterica serovar Infantis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028448	ERS1199558	ERX1670505	ERR1599938	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028449	ERS1199559	ERX1670506	ERR1599939	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4030733	ERS1201843	ERX1670507	ERR1599940	1502	Clostridium perfringens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4030735	ERS1201845	ERX1670508	ERR1599941	1397	Bacillus circulans	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4030738	ERS1201848	ERX1670509	ERR1599942	28080	Campylobacter upsaliensis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028444	ERS1199554	ERX1670510	ERR1599943	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA695/ERA695319/pacbio_hdf5				
PRJEB6403	SAMEA4028450	ERS1199560	ERX1682790	ERR1612401	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5				
PRJEB6403	SAMEA4028451	ERS1199561	ERX1682791	ERR1612402	28150	Salmonella enterica subsp. enterica serovar Senftenberg	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5				
PRJEB6403	SAMEA4017703	ERS1188813	ERX1682792	ERR1612403	38289	Corynebacterium jeikeium	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5				
PRJEB6403	SAMEA4030730	ERS1201840	ERX1682793	ERR1612404	158824	Corynebacterium cervicis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5				
PRJEB6403	SAMEA4030731	ERS1201841	ERX1682794	ERR1612405	158824	Corynebacterium cervicis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5				
PRJEB6403	SAMEA4030732	ERS1201842	ERX1682795	ERR1612406	38301	Corynebacterium minutissimum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5				
PRJEB6403	SAMEA4030734	ERS1201844	ERX1682796	ERR1612407	43767	Rhodococcus hoagii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5				
PRJEB6403	SAMEA4030736	ERS1201846	ERX1682797	ERR1612408	1724	Corynebacterium renale	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5				
PRJEB6403	SAMEA4030739	ERS1201849	ERX1682798	ERR1612409	727	Haemophilus influenzae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5				
PRJEB6403	SAMEA4030740	ERS1201850	ERX1682799	ERR1612410	562	Escherichia coli	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5				
PRJEB6403	SAMEA4030741	ERS1201851	ERX1682800	ERR1612411	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA697/ERA697652/pacbio_hdf5				
PRJEB6403	SAMEA4007820	ERS1178930	ERX1711555	ERR1641234	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA707/ERA707453/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA707/ERA707453/pacbio_hdf5				
PRJEB6403	SAMEA4017713	ERS1188823	ERX1711556	ERR1641235	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA707/ERA707453/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA707/ERA707453/pacbio_hdf5				
PRJEB6403	SAMEA4028443	ERS1199553	ERX1711557	ERR1641236	28901	Salmonella enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA707/ERA707453/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA707/ERA707453/pacbio_hdf5				
PRJEB6403	SAMEA4030742	ERS1201852	ERX1711558	ERR1641237	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA707/ERA707453/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA707/ERA707453/pacbio_hdf5				
PRJEB6403	SAMEA4030743	ERS1201853	ERX1711559	ERR1641238	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA707/ERA707453/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA707/ERA707453/pacbio_hdf5				
PRJEB6403	SAMEA4030744	ERS1201854	ERX1711560	ERR1641239	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA707/ERA707453/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA707/ERA707453/pacbio_hdf5				
PRJEB6403	SAMEA4030745	ERS1201855	ERX1726769	ERR1656451	143388	Fusobacterium necrophorum subsp. necrophorum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5				
PRJEB6403	SAMEA4030746	ERS1201856	ERX1726770	ERR1656452	99822	Streptococcus dysgalactiae subsp. dysgalactiae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5				
PRJEB6403	SAMEA4030747	ERS1201857	ERX1726771	ERR1656453	197614	Streptococcus pasteurianus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5				
PRJEB6403	SAMEA4030748	ERS1201858	ERX1726772	ERR1656454	361101	Streptococcus pseudoporcinus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5				
PRJEB6403	SAMEA4030749	ERS1201859	ERX1726773	ERR1656455	1275	Kocuria rosea	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5				
PRJEB6403	SAMEA4030751	ERS1201861	ERX1726774	ERR1656456	1502	Clostridium perfringens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5				
PRJEB6403	SAMEA4030753	ERS1201863	ERX1726775	ERR1656457	28264	Arcanobacterium haemolyticum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5				
PRJEB6403	SAMEA4040020	ERS1211130	ERX1726776	ERR1656458	1502	Clostridium perfringens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5				
PRJEB6403	SAMEA4040483	ERS1211593	ERX1726777	ERR1656459	1502	Clostridium perfringens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5				
PRJEB6403	SAMEA4040021	ERS1211131	ERX1726778	ERR1656460	1502	Clostridium perfringens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA709/ERA709434/pacbio_hdf5				
PRJEB6403	SAMEA4040644	ERS1211754	ERX1744620	ERR1674568	1502	Clostridium perfringens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5				
PRJEB6403	SAMEA4040022	ERS1211132	ERX1744621	ERR1674569	477	Moraxella lacunata	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5				
PRJEB6403	SAMEA4040484	ERS1211594	ERX1744622	ERR1674570	1771	Mycolicibacterium phlei	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5				
PRJEB6403	SAMEA4040023	ERS1211133	ERX1744623	ERR1674571	1774	Mycobacteroides chelonae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5				
PRJEB6403	SAMEA4040590	ERS1211700	ERX1744624	ERR1674572	1467	Bacillus lentus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5				
PRJEB6403	SAMEA4040024	ERS1211134	ERX1744625	ERR1674573	293	Brevundimonas diminuta	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5				
PRJEB6403	SAMEA4040025	ERS1211135	ERX1744626	ERR1674574	34061	Moraxella cuniculi	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5				
PRJEB6403	SAMEA4040591	ERS1211701	ERX1744627	ERR1674575	46679	Pseudomonas mucidolens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5				
PRJEB6403	SAMEA4040026	ERS1211136	ERX1744628	ERR1674576	1377	Aerococcus viridans	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5				
PRJEB6403	SAMEA4040485	ERS1211595	ERX1744629	ERR1674577	2748	Carnobacterium divergens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5				
PRJEB6403	SAMEA4040027	ERS1211137	ERX1744630	ERR1674578	446	Legionella pneumophila	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA716/ERA716401/pacbio_hdf5				
PRJEB6403	SAMEA3469442	ERS764947	ERX1751533	ERR1681916	562	Escherichia coli	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3469442	ERS764947	ERX1751534	ERR1681917	562	Escherichia coli	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3469442	ERS764947	ERX1751535	ERR1681918	562	Escherichia coli	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3597578	ERS904727	ERX1751536	ERR1681919	33040	Streptococcus milleri	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3597579	ERS904728	ERX1751537	ERR1681920	1314	Streptococcus pyogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3597580	ERS904729	ERX1751538	ERR1681921	1314	Streptococcus pyogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3597581	ERS904730	ERX1751539	ERR1681922	1314	Streptococcus pyogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679169	ERS986318	ERX1751540	ERR1681923	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679170	ERS986319	ERX1751541	ERR1681924	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679171	ERS986320	ERX1751542	ERR1681925	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679172	ERS986321	ERX1751543	ERR1681926	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679173	ERS986322	ERX1751544	ERR1681927	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679174	ERS986323	ERX1751545	ERR1681928	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679175	ERS986324	ERX1751546	ERR1681929	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679176	ERS986325	ERX1751547	ERR1681930	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679177	ERS986326	ERX1751548	ERR1681931	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679178	ERS986327	ERX1751549	ERR1681932	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679179	ERS986328	ERX1751550	ERR1681933	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679180	ERS986329	ERX1751551	ERR1681934	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679181	ERS986330	ERX1751552	ERR1681935	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679182	ERS986331	ERX1751553	ERR1681936	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679183	ERS986332	ERX1751554	ERR1681937	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679184	ERS986333	ERX1751555	ERR1681938	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679185	ERS986334	ERX1751556	ERR1681939	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679186	ERS986335	ERX1751557	ERR1681940	53345	Enterococcus durans	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
PRJEB6403	SAMEA3679187	ERS986336	ERX1751558	ERR1681941	53345	Enterococcus durans	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA732/ERA732791/pacbio_hdf5				
